x1,x2,y
0.73238844,1.708907,-0.113534465
0.38745946,1.1825334,1.0780841
-0.2563634,0.19468045,2.9310784
-0.4633324,-1.0111488,6.7827816
-1.4959794,-0.5652521,3.2007349
0.6813235,1.0535647,1.7847532
-0.5359512,-0.7595681,5.79955
1.1620908,1.0569909,2.9507673
0.9885748,-0.045717448,6.4121556
-0.34940997,-1.5512602,8.806679
-1.7809114,-0.51143014,2.3357694
-0.4947186,0.24036244,2.3113225
1.6145215,-2.0617135,14.410146
-0.3101205,-0.85850996,6.5809007
0.39639646,-0.031076377,5.0718665
2.635365,-1.7599572,15.483045
0.10459495,0.59705037,2.6651962
-0.10617478,1.0347797,0.4905205
0.6917152,-1.209225,9.547641
-0.4466509,0.10375897,2.86821
-1.9765561,-1.2095058,4.317553
-0.28119656,-0.2043822,4.4151278
-0.16748199,1.3619214,-0.7486986
1.8871992,-1.2373135,12.275229
-0.24002776,-0.80080837,6.4580584
0.4620014,0.91361785,2.1249776
0.7837932,1.1046968,2.2260091
-0.6245781,-0.24303654,3.8180938
1.694872,-0.15325108,8.183173
2.6226716,1.2767686,5.092895
-0.12919246,0.09867987,3.475058
0.40677118,0.44443086,3.3448043
-0.68242747,0.6370568,0.6350248
0.3367354,2.4313087,-3.2953637
-1.1774726,-0.5993885,3.760969
-0.13957497,-0.13127275,4.4297314
0.6650364,1.6224321,0.028924067
-1.1431831,-0.6768172,4.3381734
0.14627805,1.1872892,0.5078791
-0.40422457,-0.23201144,4.1828423
0.76234317,-1.0688292,9.499907
2.4102595,-1.8732064,15.300976
0.041159134,1.3612362,-0.35113567
0.09064224,0.14939058,3.85637
0.48797455,0.08354145,5.0249195
0.38232097,-0.04623384,5.138584
0.96320695,-0.8150228,8.866294
-0.16860014,-1.4427295,8.9458685
1.1956377,-0.241548,7.4381943
1.7638189,1.1511694,3.810622
0.1595422,0.5327421,2.6591418
0.26666716,-0.70027226,6.8385096
1.6336699,0.8629352,4.5914655
-1.3473983,0.25472996,0.67340493
0.48295268,-0.068166696,5.5183587
-1.534139,1.1574619,-2.6347098
-0.1172216,-0.5297537,5.7282553
0.29358426,0.45869258,3.2423549
0.40292695,0.7876709,2.1955562
-0.16175333,-0.63169587,6.0264673
-0.7387701,0.7735139,0.23281972
3.2447097,-0.4916595,12.370368
-0.058859237,0.35984734,2.6893878
-0.93843037,0.9081897,-0.8275685
-0.4458389,0.58809775,1.3253736
-1.3544672,-0.48747522,3.3541932
3.268168,-0.8710221,13.552089
0.45294848,-0.90991664,8.167083
0.07330036,0.4141076,2.912904
0.15360565,0.8590274,1.6422131
0.5846398,-0.24751225,6.243648
0.17929696,0.83449805,1.6732318
0.26196972,0.53821075,2.889168
-1.3376951,0.95830286,-1.6728425
1.0623282,0.28075087,5.433951
2.043736,0.041640233,8.215902
0.33133274,1.3410732,0.32052082
1.8867363,-0.28165534,8.897375
-0.62555736,-1.5645314,8.364263
0.056695756,1.0283644,0.7149644
-0.9485725,-0.14123721,2.803824
-0.868051,0.23722339,1.4667773
0.30031872,0.5694285,2.8700268
1.9606495,1.4834942,2.986725
-0.97066075,-0.52354467,3.9793897
-0.97505075,0.5785711,0.31280187
-0.65424794,-1.1943172,6.824306
0.20300606,0.5472398,2.8056202
0.025386617,0.9106953,0.9733789
-0.20816326,-0.3743668,4.980359
0.56739074,-0.58297235,7.260029
-0.8505472,0.4137069,1.0836154
-0.84241486,0.7971999,-0.1434735
0.35564628,-0.45680514,6.389486
0.042989813,0.26214182,3.334613
-0.18328582,0.85778695,0.86147106
0.7455591,0.60538983,3.6168258
0.34115127,0.42582464,3.3570812
-0.3424773,-0.041628156,3.7668076
-0.25675824,-0.29866603,4.636972
-0.85261744,2.4856975,-5.847956
-0.595961,1.2171264,-1.0453523
0.009100863,-0.23101416,4.919634
-0.33953696,0.5893767,1.5152619
0.95532364,0.009909602,6.2625804
0.3445133,0.43638393,3.3219097
-0.10417368,3.2384362,-6.986512
-1.747832,-0.76555395,3.2249255
-0.08270484,1.6756732,-1.6138744
-0.6453205,2.8310537,-6.7254305
1.615106,-0.93618727,10.539721
-0.049206425,0.4228891,2.6437678
0.5411077,-2.2415009,12.9088335
0.52168375,-1.1280324,8.98032
-1.0109634,1.0602027,-1.3090285
-0.0026375412,0.5992078,2.059114
-3.0487716,-0.70386547,0.5263354
1.0675293,0.54371244,4.647776
0.7266721,0.24313621,4.778874
0.19188061,-0.13901831,5.065701
-0.32243046,1.4239025,-1.3382374
-0.41937292,0.1062219,2.9106443
-0.94745815,-1.5989658,7.6494007
-1.6003826,0.28684673,-0.0038351715
-0.9584644,-0.061814833,2.5854704
-0.16573182,-0.18378945,4.428559
1.8664623,-0.3504396,9.166315
1.7020699,-1.1910285,11.745977
-1.1838058,1.1336275,-2.0010726
-0.6495619,0.5933531,0.8523248
-1.893654,1.4947225,-4.915394
-0.32664067,0.4542969,1.9736114
-0.3506587,-0.7029731,5.9466386
-0.91563314,1.2764119,-2.024895
-0.29739365,-0.5622825,5.511281
0.6930916,-1.4088187,10.279509
1.6016694,-0.07469467,7.572254
3.0290215,-1.3964016,14.927383
-1.1596973,0.44160077,0.43582278
-0.53596354,-1.2727429,7.5013046
0.106364876,-1.1464233,8.353
0.6517111,-0.25184572,6.4512653
0.10944508,-0.49141613,6.1061378
-0.03795538,1.1995491,-0.0064438656
1.9686201,-0.48045433,9.850728
-0.162097,1.743543,-2.1501653
0.48254558,-2.238502,12.8289585
-0.010421353,0.6321603,2.161097
0.5868111,-0.6652742,7.814327
1.097936,1.459228,1.5848271
1.2884071,1.1069705,2.6834216
-0.35795146,-2.7467287,12.861686
-2.2660792,1.7804506,-6.224997
-0.8297656,-0.37239942,3.8303432
0.55509305,1.6148281,-0.25941336
1.1109271,-0.29763395,7.6558475
-0.63755924,-0.9758388,6.1578054
0.21575758,0.78153026,1.8255931
0.5104378,1.7210581,-0.5079108
0.491032,-0.34903672,6.450272
0.89723796,0.40731552,4.8410344
0.5372462,0.74108607,2.798937
0.8243273,-0.24201535,6.7449374
-0.9437489,1.0694783,-1.319708
0.92444897,-1.2176836,10.4316435
1.081139,0.47530788,4.6620283
0.9509882,-0.8425645,9.056537
-0.38278213,-0.6027159,5.485801
0.2509753,-0.25365368,5.526719
1.3361436,0.6287724,4.610349
0.69218713,0.093066834,5.166233
-1.4548204,-2.475316,9.5932
0.0813874,0.12526664,4.103266
-1.0562255,-1.6707519,7.8015466
2.0504444,-1.3042183,12.510851
1.0331936,-0.06455961,6.6121025
0.3701856,-0.60320896,6.989505
-0.2911949,-0.40567037,5.0369973
-1.4143403,1.6444192,-4.2132883
-0.6464966,1.5129374,-2.281069
-0.41427442,0.9257372,0.13117725
0.021696124,-0.8130037,7.117168
1.2262844,-0.99587077,10.071645
1.227272,-1.0954373,10.367761
0.033359993,-0.54360074,6.110434
1.6089141,-0.1620546,8.009599
-0.03793405,0.5315234,2.4203238
0.17336266,-0.19925058,5.3304286
-0.9429597,0.8742323,-0.43507335
1.6890832,1.7469146,1.5367223
1.4596069,0.25855199,6.268331
-0.67475384,0.8731849,-0.14585082
-1.0792075,1.1558186,-1.845826
0.55405444,0.006964211,5.3717065
0.13649139,0.781137,1.819022
-0.07563366,-0.13906865,4.6060467
0.865068,0.42685032,4.3060765
0.03535915,0.6415399,2.1087217
0.7133232,1.3308676,0.94365466
1.4614936,-1.6445247,12.740062
-0.3363509,0.12196722,3.2074146
0.6062045,-2.4510942,13.708156
-1.5657716,0.38809526,-0.29321808
-1.6533178,-1.6794419,6.651462
0.46956706,-0.26058692,6.0771236
0.27244166,-0.0901257,4.9644504
-0.19082509,-0.11271654,4.329665
0.12427142,-0.31300223,5.7693195
1.5244924,-0.5717777,9.189125
-0.7800198,-0.1330034,3.1941938
1.1860598,1.8418401,0.19060048
-0.57302064,-1.6394622,8.704253
0.55876184,-0.78445905,8.006038
-1.0070457,0.57108706,0.3492404
-0.24546596,-0.2764716,4.5147476
-1.46766,0.25087386,0.40831038
2.2434387,0.6378326,6.618401
-1.4925569,-0.17310444,1.7819148
-1.217316,3.3438025,-9.576066
-1.2683662,-2.1083968,8.942956
-0.48008692,-0.7925897,5.9792066
0.103902735,1.4074013,-0.3504529
-0.9594411,1.3237371,-2.2524211
1.675369,-1.1909379,11.74756
-0.64880645,-0.045293342,3.179502
0.39122218,0.66775525,2.8181884
0.15301837,0.13845915,4.0053287
0.35768473,-0.44076392,6.390589
-0.99996674,0.1986781,1.4350456
0.5906902,1.2466195,1.2940478
0.73848796,1.1074508,1.8821865
-0.66169345,0.5523906,0.97283155
-0.53298014,-0.07542636,3.3063295
0.87829745,-1.0024391,9.424594
-1.1160165,-0.0993836,2.284645
-1.0303403,-0.672244,4.6549296
-1.5583196,0.47714618,-0.6091842
0.24998915,-0.7980109,7.4346113
-0.47588122,-0.3933701,4.5425267
0.7907747,-1.1723362,9.805713
0.83954537,-0.20076987,6.6800866
-0.6900909,1.2070887,-1.0964159
-2.4897132,-0.6674449,1.469149
0.029165415,0.04118006,4.1001883
0.633108,0.020636352,5.4516697
1.0810943,-0.35319027,7.6850104
0.77653474,-0.5169694,7.539231
-1.0502295,-0.69229436,4.443575
0.19688213,-2.4786084,13.109042
-1.0523577,-0.98734504,5.332936
0.64334047,1.2331243,1.351089
1.2498908,0.94723904,3.4986806
0.54777616,0.304202,4.3605957
-0.6911999,-1.3923477,7.6657534
1.8107393,0.4435343,6.2035055
-0.32048154,1.0836176,-0.121566676
1.4095681,0.8817437,3.911046
-0.014534809,-0.32642856,5.2662473
-0.341347,-0.79229635,6.306767
-1.1130012,1.0709385,-1.7970835
-0.1284145,0.62150455,1.7120008
-0.23240876,0.0005965133,3.6353014
-1.658799,-1.8014283,7.14108
1.7012246,0.6675381,5.245805
-0.9853096,-0.19112188,3.0712507
0.7562978,-0.89765894,8.685201
0.31083778,0.95185316,1.5203207
1.5146121,-0.44931176,8.626879
-0.34637582,-0.8198175,6.2576942
-1.5133415,-0.7272207,3.5798905
-0.3924609,0.96053433,0.080059625
-0.23112331,0.38028553,2.404453
-0.56058806,0.48384976,1.4337573
-0.6216853,0.6227516,0.76520205
0.2832051,-0.89926296,7.9435477
-0.5706148,-0.12530302,3.62441
-0.36913836,-0.57762754,5.3254533
1.426308,0.8402225,4.161272
0.5039909,-0.13880199,5.613139
-1.5200864,0.13864729,0.63975686
0.111293845,-1.4477546,9.232173
0.4157218,1.7136788,-0.8038255
0.8768271,-0.84898454,8.766562
-0.57218474,-1.3581411,7.5937805
1.9389054,0.9178939,4.9185905
-0.20334351,1.239247,-0.40706804
0.8374987,-0.4380403,7.439581
0.17750229,1.4527695,-0.3754595
-0.7949346,1.3236575,-2.0220332
-0.55672765,0.0730945,2.6644049
-1.9013416,-1.9428331,6.9557047
0.12487094,-2.6714234,13.482786
0.49766505,0.102731265,4.701299
1.4534087,-1.3780118,11.824517
0.87631136,-0.47874635,7.585602
0.95891976,-0.43880016,7.757675
-1.2880529,0.86012995,-1.242589
-0.3298793,-0.58703977,5.430967
-0.80735964,1.3517295,-2.087729
0.5065125,-0.04392331,5.492298
0.8930423,-0.011436587,6.099514
-0.49885932,-0.5360071,5.01732
0.06899952,1.1253446,0.52041805
-1.2092309,0.84585875,-1.1284313
1.9257553,0.017170524,7.806835
0.9168176,0.6680331,3.8217168
-0.690879,1.2609761,-1.3766726
-1.4637554,-0.26746985,2.29151
-1.3814478,-0.8385345,4.228741
1.0990762,0.5013561,4.85917
-0.43095228,1.0797865,-0.38115147
-2.1085467,0.48149702,-1.7448002
0.97658044,-0.99152976,9.388497
-0.33421233,-0.48927373,5.1153226
-1.5340629,-0.11244965,1.3107796
0.6558955,1.6239206,0.113427535
-0.0124443155,-0.4175764,5.754263
0.3067061,-1.6220008,10.262098
-0.73172116,-0.37698072,4.048601
1.2899476,-0.50253177,8.433229
0.16234651,0.095387444,4.241683
1.4011102,-0.13118675,7.488602
-0.31351918,0.061094888,3.3385606
0.4809093,0.13619068,4.7342486
-1.6400439,0.29613173,0.033969127
-0.84127754,-0.06582857,2.6585376
0.18108545,-1.0856568,8.0849695
-0.33626845,0.6721851,1.1865839
-1.8488302,1.3559978,-4.1036634
-0.012425239,-0.47224647,5.792359
2.2688804,0.17111059,7.953268
2.5755088,0.38160044,8.117507
0.2688506,1.103548,1.0375748
1.9014555,-1.0909356,11.74468
2.1438074,-0.14952463,8.854967
-1.1632963,0.73385054,-0.6101981
1.0327951,-1.7080547,12.141383
0.006554285,0.20632993,3.4749725
0.7623779,0.10076563,5.5041738
1.5563799,0.73268795,4.8288336
-0.8355366,-0.059354756,2.6887238
-0.669339,-1.3914666,7.689006
0.5601266,1.0167396,1.8746885
0.3858846,0.8949528,1.9421052
-0.44998345,-0.6311486,5.4625754
-1.1707261,-1.8567655,8.158576
-1.3141757,-0.73199475,3.9186878
-0.51768726,-0.5170532,4.8624616
-1.6240522,-0.18804753,1.7058182
0.35840783,-0.112091675,5.275633
0.88049173,0.4290473,4.498809
0.7397779,-0.43335116,7.2078185
-1.9184783,0.07603713,-0.1520519
-1.4358884,0.4762657,-0.43521655
-1.724937,1.2207627,-3.5397484
0.09446113,-0.49254397,5.9321876
-0.41216427,-0.020760423,3.5578165
-0.43177608,-0.2338033,4.1182427
0.4702428,0.2531051,4.171554
-0.043296687,0.50538665,2.3819523
-1.0386888,-1.4121792,6.7385798
0.7009943,-1.3364614,9.932377
0.9404645,1.7837355,-0.08710052
-0.07328502,0.2249194,3.203388
0.8235778,1.1609981,1.8954133
-1.0640714,0.85223144,-0.7939335
-0.57847065,-0.94948405,6.2179503
-0.61143464,0.7813228,0.5032054
-1.4878193,-1.1260008,5.067871
1.5295547,-0.90700895,10.233132
1.1069164,-0.9431711,9.648433
-0.6213031,0.47610044,1.2632418
1.7921225,-1.231631,11.734605
-1.7607508,-0.09350282,1.0983071
-1.0391104,0.102205954,1.925879
-0.033836313,-0.088492565,4.346576
0.5580004,-0.33615378,6.272121
0.42841083,0.4721086,3.4818811
0.72781056,0.68642694,3.2097404
1.0830052,0.8108697,3.5826707
-0.19785863,-0.9211149,6.781196
0.25582376,-0.77874666,7.546621
0.39702964,-2.1885052,12.290128
-1.4006295,0.9614619,-1.9033875
1.4933128,-0.1541737,7.6834855
-1.4475282,0.48353687,-0.4748842
-0.83238214,-1.2064729,6.5570626
0.5223476,-0.82542425,8.166601
0.3764278,0.48235956,3.2755191
0.3575994,0.6610252,2.7598732
0.37325585,-3.1799073,15.884247
0.2517987,0.54391843,2.8634825
-0.68106455,-0.11559847,3.1796978
0.09873294,1.7895077,-1.9392266
-0.27840126,1.7017736,-2.0081398
0.3706921,0.032666948,5.0033884
1.2038108,1.0540388,2.9115076
-0.3533942,-0.24973269,4.1940393
0.06535685,-0.5742567,6.302457
0.71161526,-0.31171632,6.755581
-1.5941739,-1.4880613,6.208696
-1.9376932,-1.2196773,4.48954
-1.5436987,1.0774817,-2.475931
1.1293465,1.8270094,0.33041176
0.9607545,1.5090457,1.1885175
-1.3023759,1.1909541,-2.4027247
1.3000796,0.33598498,5.8284745
0.5781541,-0.107482284,5.706634
-1.2223269,-0.5630287,3.6837027
0.9558561,-0.25750458,6.967122
-0.7798824,0.07787724,2.3948739
-0.20225295,-0.7933398,6.3100777
-0.3889383,-1.9330417,9.872805
0.4432912,-1.0398446,8.606616
0.23585552,-1.9654077,11.405788
2.0412726,0.4371962,6.898159
-0.7535738,-0.47246066,4.236296
-2.3417242,-0.2111517,0.2582251
-0.22603962,1.9886054,-2.9418743
-0.41904554,-2.1981385,10.613362
-1.7723656,-1.785671,6.6474032
0.794242,-0.0780973,5.94639
-0.367189,-0.13735111,4.007181
0.03297917,-0.91205686,7.4034524
-1.4639375,-1.3337979,5.840324
1.3189322,-1.6121782,12.22864
-0.004810249,-0.6145486,6.1597095
-0.84987193,-0.83062685,5.2060094
0.9760952,0.8241102,3.515029
1.8539405,0.06734313,7.4984527
-1.2395926,0.24432914,1.0929563
-0.47800308,0.35172394,1.9944985
-0.27069587,0.8952537,0.58470553
-1.2514482,1.6167821,-3.674062
-1.0431417,-0.30762076,3.0745704
0.6310216,-1.0645742,9.087554
0.8346742,0.10781524,5.582346
-0.6415248,0.86668706,-0.03654737
-0.7061656,0.19638237,1.8194551
-0.46391308,0.4681248,1.7084543
-0.23918663,1.5214276,-1.3307822
-0.4480388,1.8484583,-2.977941
-2.5383444,0.1953827,-1.561463
-0.6471215,0.92263514,-0.3120295
0.03491501,1.7090328,-1.5975146
-1.2261918,-0.18082671,2.4200087
-0.98199815,0.9579585,-0.92900014
1.1223118,1.2691122,2.0790732
0.859187,1.9837241,-0.74590987
0.19772053,0.56715304,2.657604
-2.2172463,0.47932705,-1.8517635
-0.18120296,-0.5340301,5.6231523
-0.0013035142,-0.5846874,6.057212
0.41858834,0.04624724,4.8663707
-0.73857975,-0.26957032,3.6829174
0.027553694,-0.5737219,6.2418995
-1.0550723,0.58784497,-0.09075539
-1.1005495,-2.0367684,8.925001
-0.4968452,0.07553385,3.0037503
0.73250765,-0.83624554,8.428071
-1.1845505,1.6424417,-3.7361016
0.18416362,-0.12786448,5.1002474
-1.6996857,1.3575627,-3.6333468
-2.078998,-0.40330064,1.391821
0.70318335,-0.8858333,8.578665
0.57119215,1.5932614,-0.02360513
-0.047940582,-0.8792263,7.2488813
2.1598468,-1.3528847,13.240099
-0.5238127,0.45654476,1.7455785
0.10894688,0.28239778,3.4366188
0.2970406,1.9454963,-1.8328904
-1.0677352,-1.3388312,6.616547
0.9666554,0.37728086,4.8741474
-0.3526038,-2.264135,11.249245
0.634966,-0.45038915,7.1202455
-0.6917683,0.56622696,0.86299485
0.7977314,-1.6477495,11.328874
-1.5846153,-1.3807423,5.724868
0.493503,-2.5991366,14.00043
-0.52199596,-0.3741692,4.440175
0.8626455,-0.58747387,7.976637
-0.61700594,1.4537715,-1.8684998
-0.7711375,-0.9125218,5.843538
1.3708028,-0.066345684,7.239573
-0.19884521,-0.013196429,3.8028164
0.12525769,0.043925237,3.9684644
0.18522611,-0.5633876,6.5603967
0.030407585,0.80834836,1.5341296
1.3475595,0.7909246,4.259784
0.02386521,-1.0178361,7.6614075
1.7137235,1.6929041,1.8033602
-0.5106232,-0.6269254,5.4616756
0.12992,-0.9066806,7.4386888
0.24465472,-0.5667186,6.8021817
-0.72229373,-1.342827,7.341273
-0.9345073,-0.7180435,4.7472353
-0.6070772,0.5292607,1.2195278
-0.2715953,-0.2313755,4.4694176
-0.2607683,0.747282,1.2366452
-0.9375821,0.28879285,1.2963915
0.58604026,1.928312,-1.1587043
-1.1449153,0.0898926,1.6361684
-0.865907,-1.1483406,6.3280783
-1.0396664,2.2948878,-5.644172
0.92807424,0.2013083,5.447505
0.6326591,-0.08618047,5.8018093
-0.31588212,-0.016852602,3.6188216
1.7168736,0.48911715,6.1339993
0.69457424,0.50110495,4.053199
0.15842023,1.0628285,0.8637677
-0.43135384,0.05047794,3.0696833
-1.4269962,-0.6643838,3.6636646
-0.5220514,1.6634265,-2.435292
-0.43251124,0.6640434,1.0219281
-1.9187034,1.5854802,-4.8890915
0.50720453,0.45161587,3.6464908
0.32419416,0.38830924,3.3819635
-0.03682146,-0.9811692,7.2559786
-0.24404962,-1.824959,10.023545
-0.55822724,1.3948401,-1.5995396
0.31107593,0.7424456,2.2346127
0.64164203,0.22736475,4.708135
0.48525617,-0.33602318,6.229407
1.9858631,-2.0799804,15.088477
-0.9629657,0.8341392,-0.56450915
0.41925576,-0.7254265,7.5162067
-0.14009711,-0.2519708,4.5048876
-0.4245219,-0.16933942,3.7552776
0.6520033,2.4596565,-2.8294375
0.08316743,1.4718157,-0.49701488
1.0149052,-0.14100084,6.7135997
-2.0815961,-0.71359944,2.527276
-0.99437267,0.47113645,0.65751636
1.269814,0.9455932,3.504242
1.0005021,-0.37513667,7.5403194
-0.09034909,0.32730463,2.9216416
-0.29426697,1.3030282,-0.78655124
-0.22379738,0.84065604,0.724743
-1.743726,-1.1964961,4.8046303
0.47348872,-0.6365269,7.2411494
1.2278903,-0.4514659,8.111208
1.2457501,1.3110452,2.2754154
1.1107184,-0.70613545,8.923866
0.74542147,-0.26475912,6.4884524
-1.611754,-0.3852713,2.2266366
-0.93971723,-1.1922177,6.4119873
0.7663174,0.40721714,4.3232617
-1.5449952,1.1236838,-2.7132754
-1.3301258,1.9503119,-5.0727897
0.66857594,0.0459965,5.324136
-0.574512,1.7753135,-2.6943738
-0.33027828,0.043834984,3.4208674
-0.14608544,-1.3647548,8.660998
-0.14165135,-0.78350127,6.582803
-0.6035899,1.1782308,-1.0925868
-0.67930555,-0.8741984,5.791835
-0.52357614,0.4675129,1.6126783
-0.3082154,-0.10050063,3.9016824
-1.1201478,-1.9663287,8.603678
-0.54575986,-0.43070036,4.5118694
-1.3932856,-0.9806754,4.670538
0.72569144,-2.2890766,13.429763
-1.7815478,-0.0026768504,0.7268001
-0.3627558,-0.92883563,6.608493
-0.32410637,-0.76191574,6.052788
-0.43572587,0.6720079,0.9739195
0.51584876,1.0275304,1.876723
1.7451816,1.0892589,4.0004945
-0.23062408,-0.65199566,5.946983
1.5210731,1.3111385,2.7073019
1.4788221,-0.23485282,7.987461
0.704136,0.5307823,3.8398461
-0.26312006,0.52412254,1.8896294
0.6079448,-0.63613206,7.512609
-0.017153464,-2.094961,11.243214
0.95785195,1.0744811,2.223189
0.064336926,-0.97221756,7.7505145
0.13340935,0.81042975,1.7503971
-0.07185823,0.62024593,1.9489304
-0.09660318,0.38678378,2.8793802
0.32304135,0.49582016,3.2948596
0.1940792,0.07552756,4.3349285
-0.55694383,1.5990943,-2.5047204
-0.48739585,-0.5464013,5.186156
2.6293466,-1.8707179,15.684876
-1.2880371,-1.2425771,5.8399158
1.0454913,-1.3318224,11.050546
0.42174724,-0.4305581,6.291089
0.121361025,0.052095488,4.2359276
-0.83710855,-0.5572743,4.564543
0.5327996,-0.15622455,5.8819947
-2.1527958,1.828277,-6.2333755
-1.7711961,1.3644022,-4.108029
0.019676024,0.35399878,3.1731608
-0.48129857,0.9435348,0.09469945
0.56157815,-1.4142601,10.150709
0.65007913,0.5939951,3.4677405
-0.2616101,1.2068528,-0.51312447
1.8835706,-0.7859031,10.761708
0.40830722,-0.6794497,7.4138627
-0.13694957,-0.99087703,7.236865
0.26702392,0.82390463,1.8449727
0.23500927,-1.5868596,10.040156
-0.19603658,0.3233012,2.7266912
-0.19072865,-0.34917393,5.16687
-0.62215483,-0.31640902,4.0122867
0.47504675,-1.1609157,9.151525
0.80792105,0.54664373,4.0679245
0.3619214,1.0616225,1.3731921
0.78736234,-0.07865684,6.0336227
1.6427673,0.13363619,7.05736
0.23838398,-0.48154935,6.2703714
0.081729874,-0.56936795,6.4271717
2.1470325,0.38994023,7.219486
-1.086989,0.1291738,1.6187869
1.1343293,0.6974612,4.1165514
-1.7634372,-0.7571363,3.3946671
-1.2796799,0.3444448,0.37366962
0.8854876,0.030763205,5.962609
0.93678963,0.034850184,6.018305
-0.4112175,1.4722173,-1.5496104
-0.3603307,-0.28273758,4.398919
-0.25893134,0.10094014,3.522231
0.5105934,-1.51768,10.47482
0.03670247,-0.6475475,6.4336524
1.4457012,-1.6130767,12.50403
1.58062,0.53721774,5.4979396
0.7658252,0.96783257,2.1992123
-0.33078402,-0.14870016,4.053223
0.5088571,0.46735498,3.531114
2.337962,1.1934314,4.7770085
-0.3512122,0.40016046,2.173148
0.5815175,0.12850994,4.976294
-0.26240128,0.5423221,1.8502641
-1.608184,-0.65536636,3.2272055
0.019056657,0.8205485,1.5695971
-0.8584472,-0.3107756,3.6381176
-0.50788933,-1.4441783,8.092709
-1.1922338,0.9611956,-1.4458796
-0.27955586,-0.30396068,4.4531274
1.1934495,-0.5701439,8.496251
-1.2708933,0.0998571,1.1941011
-0.24545857,1.5263947,-1.4387333
0.18271773,0.07525548,3.9965732
0.4275929,-1.0832112,8.854817
-1.2356304,0.16873889,1.1706254
-1.1303709,0.7400296,-0.5737184
-1.2087921,2.0213866,-5.1879587
-0.013519215,-0.14442341,4.6879115
-0.9868596,2.14736,-4.923929
0.066295065,-0.2595319,5.2390113
0.41322222,-1.8865621,11.27285
-0.47058436,0.10674489,3.0587714
1.3105541,0.22838566,6.0759478
-0.8385954,0.3666316,1.2871988
-0.5422672,0.075890414,2.8917842
0.8425786,-2.2771564,13.762166
-1.2172526,-1.2744502,6.1485186
-1.5966133,-0.47497946,2.5327153
-0.74882174,1.6687082,-2.9829676
-0.5914797,-0.6132373,5.00768
-0.4654446,-0.5074344,4.8647733
0.8039883,-2.1294181,13.080565
-1.189933,-1.741533,7.7761016
-0.09825483,-1.6530747,9.680602
-0.13354857,-1.719474,9.8070135
-0.0670917,0.55085105,2.2424262
1.0375974,0.002033067,6.526239
-1.4111421,0.22218247,0.63403857
0.1389823,-0.927544,7.6468134
1.1001627,0.23410444,5.7412343
3.1512854,0.46977377,8.876568
0.94663066,-0.6306255,8.328963
-0.17656578,0.8403438,1.1047627
-0.8924431,-0.08953558,2.6915817
-1.380106,-0.47880602,3.006957
2.501654,-1.3296055,13.591455
0.4563375,0.67947793,2.7314732
-0.82971936,-0.12121986,2.861787
